"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NZMX8RJS","journalArticle","2011","Rose, Chris; Gordon, Jean","Internet Security And The Tragedy Of The Commons","Journal of Business & Economics Research (JBER)","","2157-8893, 1542-4448","10.19030/jber.v1i11.3070","https://clutejournals.com/index.php/JBER/article/view/3070","The size, complexity and growth of the Internet have caused numerous security problems for the average user because of the seemingly insurmountable task of securing their computers. Internet security has traditionally been thought of as requiring formal security solutions such as cryptography, firewalls and prescribed security models, but in fact most Internet security problems continue to be caused by users of the system who have no incentive to modify their behavior. Internet security is a shared resource and as such it is affected by the “tragedy of the commons” whereby inactions by some users cause their computers to consume more Internet resources and this causes further deterioration of the network. For example, why should the rest of the Internet continue to suffer because some users have yet to patch their computers from the Code Red worm of many years ago? We propose that the cost of Internet security should be the responsibility of the individual users and a sum of money should be held in deposit for every user of the Internet before they are allowed to join the network and this should be forfeited if inaction from these users then cause network degradation.","2011-02-14","2025-07-17 23:58:50","2025-07-17 23:58:50","2025-07-17 23:58:50","","","11","1","","JBER","","","","","","","","en","","","","","Crossref","","Publisher: Clute Institute","","C:\Users\TinyAIs\Zotero\storage\YRKD3J9K\Rose and Gordon - 2011 - Internet Security And The Tragedy Of The Commons.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRMCPLY3","conferencePaper","2021","Dey, Debabrata; Lahiri, Atanu","Should We Outlaw Ransomware Payments?","Proceedings of the Annual Hawaii International Conference on System Sciences","","","10.24251/hicss.2021.794","http://hdl.handle.net/10125/71414","In recent times, there has been an upsurge in ransomware attacks, where an attacker encrypts a user’s ﬁles and then demands a ransom in exchange for the decryption key. While paying the ransom allows the user to quickly unlock the locked ﬁles and avoid potentially larger losses, it also strengthens the hands of the attacker and increases the chance of a future attack. We study this dilemma of the victims and the externality posed by their actions using a game-theoretic model on top of a Markov decision process. The resulting equilibrium leads to several interesting insights such as that legally prohibiting ransom payments may not always have the desired economic eﬀects—in some cases, a ban may be eﬀective in addressing the economic externality but, in others, it could reduce public welfare. Our ﬁndings have important implications for policymakers who are currently debating legislation that, if enacted, will outlaw ransom payments to attackers.","2021","2025-07-17 23:58:53","2025-07-17 23:58:53","2025-07-17 23:58:53","","","","","","","","","","","","Hawaii International Conference on System Sciences","","en","","","","","Crossref","","ISSN: 2572-6862","","C:\Users\TinyAIs\Zotero\storage\E7KPXJCK\Dey and Lahiri - 2021 - Should We Outlaw Ransomware Payments.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hawaii International Conference on System Sciences","","","","","","","","","","","","","","",""
"LD2SEDNT","journalArticle","","Aspnes, J; Feigenbaum, J; Mitzenmacher, M; Parkes, D","Towards Better Deﬁnitions and Measures of Internet Security (Position Paper)","","","","","","","","2025-07-17 23:58:56","2025-07-17 23:58:56","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\TinyAIs\Zotero\storage\C6286DLX\Aspnes et al. - Towards Better Deﬁnitions and Measures of Internet Security (Position Paper).pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33RUKHDX","preprint","2009","Cárdenas, Alvaro; Radosavac, Svetlana; Grossklags, Jens; Chuang, John; Hoofnagle, Chris Jay","An Economic Map of Cybercrime","","","","","https://papers.ssrn.com/abstract=1997795","The rise of cybercrime in the last decade is an economic case of individuals responding to monetary and psychological incentives. Two main drivers for cybercrime can be identi fied: the potential gains from cyberattacks are increasing with the growth of importance of the Internet, and malefactors' expected costs (e.g., the penalties and the likelihood of being apprehended and prosecuted) are frequently lower compared with traditional crimes. In short, computer-mediated crimes are more convenient, and pro table, and less expensive and risky than crimes not mediated by the Internet. The increase in cybercriminal activities, coupled with ineff ective legislation and ineffective law enforcement pose critical challenges for maintaining the trust and security of our computer infrastructures.","2009-08-15","2025-07-17 23:58:58","2025-07-17 23:58:58","2025-07-17 23:58:58","","","","","","","","","","","","Social Science Research Network","Rochester, NY","en","","SSRN Scholarly Paper","","","papers.ssrn.com","","","","","","","Alvaro Cárdenas; An Economic Map of Cybercrime; Chris Jay Hoofnagle; Jens Grossklags; John Chuang; SSRN; Svetlana Radosavac","","","","","","","","","","","","","","","","","","","1997795","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFUA3GI2","journalArticle","","Bohme, Rainer; Schwartz, Galina","Modeling Cyber-Insurance: Towards A Unifying Framework","","","","","","We propose a comprehensive formal framework to classify all market models of cyber-insurance we are aware of. The framework features a common terminology and deals with the speciﬁc properties of cyber-risk in a uniﬁed way: interdependent security, correlated risk, and information asymmetries. A survey of existing models, tabulated according to our framework, reveals a discrepancy between informal arguments in favor of cyber-insurance as a tool to align incentives for better network security, and analytical results questioning the viability of a market for cyber-insurance. Using our framework, we show which parameters should be considered and endogenized in future models to close this gap.","","2025-07-17 23:59:06","2025-07-17 23:59:06","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\TinyAIs\Zotero\storage\3CCNXCH4\Bohme and Schwartz - Modeling Cyber-Insurance Towards A Unifying Framework.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJUFZJTZ","journalArticle","2009","Kim, Byung Cho; Chen, Pei-yu; Mukhopadhyay, Tridas","An Economic Analysis of the Software Market with a Risk-Sharing Mechanism","International Journal of Electronic Commerce","","1086-4415","10.2753/JEC1086-4415140201","https://doi.org/10.2753/JEC1086-4415140201","Inadequate software security is blamed for poor network security when viruses and worms cause major disruptions. However, software vendors have little incentive to improve the security quality of their products because they are not directly liable for losses incurred due to poor security. The concept of software liability has been intensely discussed by computer scientists and jurists for years as a possible solution for improving software security. This paper examines a risk-sharing mechanism between a software vendor and its customers as a way to implement software liability. It considers both the software vendor's incentive to share risks with customers and the question of whether risk-sharing leads to better software security. The model provides evidence of underprovided security quality under monopoly with complete information, as has been observed in the market. The policy implications of the risk-sharing mechanism and the possible impact of competition on software vendors' incentive for risk-sharing are examined. Information asymmetry is found to be a key factor in voluntary risk-sharing under monopoly; the risk-sharing level can be a signal of unobservable security quality.","2009-12-01","2025-07-17 23:59:08","2025-07-17 23:59:08","2025-07-17 23:59:08","7-40","","2","14","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.2753/JEC1086-4415140201","","","","","Economics of IS; information asymmetry; security policies; software liability; software security","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y2MU5VJT","journalArticle","2012","Dey, Debabrata; Lahiri, Atanu; Zhang, Guoying","Hacker Behavior, Network Effects, and the Security Software Market","Journal of Management Information Systems","","0742-1222","10.2753/MIS0742-1222290204","https://doi.org/10.2753/MIS0742-1222290204","The market for security software has witnessed an unprecedented growth in recent years. A closer examination of this market reveals certain idiosyncrasies that are not observed in a traditional market. For example, it is a highly competitive market with over 80 vendors. Yet the market coverage is relatively low. Prior research has not attempted to explain what makes this market so different. In this paper, we develop an economic model to find possible answers to this question. Our model uses existing classification of different types of attacks and models their resulting network effects. We find that the negative network effect from indirect attacks, which is further enhanced by value-based targeted attacks, provides a possible explanation for the unique structure of this market. Overall, our results highlight the unique nature of the security software market, furnish rigorous arguments for several counterintuitive observations in the real world, and provide managerial insights for vendors on market competition.","2012-10-01","2025-07-17 23:59:12","2025-07-17 23:59:12","2025-07-17 23:59:12","77-108","","2","29","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.2753/MIS0742-1222290204","","","","","market structure; mass attacks; negative network effect; network effect; oligopoly; pricing; security software; strategic hacker; targeted attacks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2BQ558C9","bookSection","2019","Dahiya, Amrita; Gupta, B. B.","Importance of providing Incentives and economic Solutions in It Security","Machine Learning for Computer and Cyber Security","978-0-429-50404-4","","","","There is no denying the fact that huge interconnectivity of devices and computer systems merged with attacks that can be performed in numerous ways by attackers having naive technical knowledge about internet is a gigantic threat to information available on internet. Since the past few decades, a lot of research has been carried out in technological solutions for protecting information on internet, but at the same time very little attention was paid towards economics of information security. Loopholes and vulnerabilities are not only the main reasons but lack of good incentives is also the main driving force behind information security breaches. Lack of information-sharing practice among industries and firms regarding security breaches will force the same to invest in security-providing tools and methods in a way that marginal costs become almost equal to marginal benefits. So, in this paper we focused on importance of an incentive mechanism that increases the profit of a firm as well as encourages the same to share information regarding computer security.","2019","2025-07-17 23:59:18","2025-07-17 23:59:18","","","","","","","","","","","","","CRC Press","","","","","","","","","Num Pages: 17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y6C2JYS5","journalArticle","2016","Kannan, Karthik; Rahman, Mohammad S.; Tawarmalani, Mohit","Economic and Policy Implications of Restricted Patch Distribution","Management Science","","0025-1909","10.1287/mnsc.2015.2309","https://pubsonline.informs.org/doi/abs/10.1287/mnsc.2015.2309","In this paper, we study how restricting the availability of patches to legal users impacts the vendor’s profits, market share, software maintenance decisions, and welfare outcomes. Prior work on this topic assumes that the hacker’s effort is independent of the vendor’s decision to release the patch freely or not. Clearly, if the patch is not available to everyone, the hacker finds it easier to exploit the vulnerability in the product and, as a result, is likely to alter his effort. To understand the role of a strategic hacker, we build a game-theoretic model, where the hacker’s decision is endogenous. With this model, we find that the hacker’s effort may, on the one hand, decrease the utility that the vendor can extract from the consumers but, on the other hand, may help differentiate the legal version of the product from the pirated version. A vendor can strategically exploit the hacker’s behavior in its pricing and software maintenance decisions. The endogeneity of the hacker’s actions drives several of our findings that have interesting policy implications. For example, the vendor may increase the price and reduce market share to exploit the differentiation. In such a case, there may be more pirates in the restricted-patch case than when the patch is freely available, a result that runs counter to typical arguments provided for restricting patches. This paper was accepted by Chris Forman, information systems.","2016-11","2025-07-17 23:59:22","2025-07-17 23:59:22","2025-07-17 23:59:22","3161-3182","","11","62","","","","","","","","","","","","","","","pubsonline.informs.org (Atypon)","","Publisher: INFORMS","","","","","countervailing incentive; information security; patch distribution; public policy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YFCWN4JH","journalArticle","","Dey, Debabrata; Zhang, Guoying","Impact of Network Externality in the Security Software Market","","","","","","The market for security software has witnessed an unprecedented growth in recent years. A closer examination of this market reveals certain idiosyncrasies that are not observed in a traditional software market. For example, it is a highly competitive market involving several major vendors, often with a very aggressive pricing strategy adopted by new entrants. Yet, the market coverage seems to be quite low. Prior research has not attempted to explain what aspects of security software make this market deviate from the traditional ones. In this paper, we develop a quantitative model to study this market. Our model identiﬁes the primary reason behind this behavior—that of a negative network externality eﬀect, which pulls the market in exactly the opposite direction when compared to the positive network externality observed in traditional software markets. Using our model, we ﬁrst show that a monopoly security software market has a lower market coverage, a higher price, and a higher revenue compared to a traditional monopoly market. We then extend our analysis to an oligopoly competition. There is a unique symmetric equilibrium in the oligopoly competition, and we ﬁnd that the number of vendors in the security software market tends to be larger than that in a traditional market. We also consider the eﬀect of a new entry in an oligopoly market. Next, we evaluate the strategy of vertical diﬀerentiation. We ﬁnd that, while this strategy is not desired by a monopolist, it may be adopted in a duopoly competition if the cost of development is suﬃciently high, although the feasible region for diﬀerentiation is more restricted than in a traditional market. Finally, we consider two extensions to the model to account for two other possible types of network externality and ﬁnd that our results hold in these extended models as well. Overall, our results highlight the unique nature of the security software market, furnish rigorous explanation for several counter-intuitive observations in the real world, and provide managerial insights for vendors on market competition and product development strategies.","","2025-07-17 23:59:34","2025-07-17 23:59:34","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\TinyAIs\Zotero\storage\97N3UKNW\Dey and Zhang - Impact of Network Externality in the Security Software Market.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V8GHT2VQ","journalArticle","","Asgariazad, Maryam","GAME THEORY AND NETWORK SECURITY: ECONOMIC INCENTIVES AND BARRIERS","","","","","","","","2025-07-17 23:59:39","2025-07-17 23:59:39","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\TinyAIs\Zotero\storage\TPHJZDYJ\Asgariazad - GAME THEORY AND NETWORK SECURITY ECONOMIC INCENTIVES AND BARRIERS.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2VGPXWZF","conferencePaper","2007","Anderson, Ross; Moore, Tyler","Information Security Economics – and Beyond","Advances in Cryptology - CRYPTO 2007","978-3-540-74143-5","","10.1007/978-3-540-74143-5_5","","The economics of information security has recently become a thriving and fast-moving discipline. As distributed systems are assembled from machines belonging to principals with divergent interests, incentives are becoming as important to dependability as technical design. The new field provides valuable insights not just into ‘security’ topics such as privacy, bugs, spam, and phishing, but into more general areas such as system dependability (the design of peer-to-peer systems and the optimal balance of effort by programmers and testers), and policy (particularly digital rights management). This research program has been starting to spill over into more general security questions (such as law-enforcement strategy), and into the interface between security and sociology. Most recently it has started to interact with psychology, both through the psychology-and-economics tradition and in response to phishing. The promise of this research program is a novel framework for analyzing information security problems – one that is both principled and effective.","2007","2025-07-17 23:59:52","2025-07-17 23:59:52","","68-91","","","","","","","","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","","","C:\Users\TinyAIs\Zotero\storage\8GY2KP35\Anderson and Moore - 2007 - Information Security Economics – and Beyond.pdf","","","Information Security; Network Externality; Price Discrimination; Security Breach; Security Mechanism","Menezes, Alfred","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIIDSU8R","conferencePaper","2001","Anderson, R.","Why information security is hard - an economic perspective","Seventeenth Annual Computer Security Applications Conference","","","10.1109/ACSAC.2001.991552","https://ieeexplore.ieee.org/abstract/document/991552","According to one common view, information security comes down to technical measures. Given better access control policy models, formal proofs of cryptographic protocols, approved firewalls, better ways of detecting intrusions and malicious code, and better tools for system evaluation and assurance, the problems can be solved. The author puts forward a contrary view: information insecurity is at least as much due to perverse incentives. Many of the problems can be explained more clearly and convincingly using the language of microeconomics: network externalities, asymmetric information, moral hazard, adverse selection, liability dumping and the tragedy of the commons.","2001-12","2025-07-18 00:00:05","2025-07-18 00:00:05","2025-07-18 00:00:05","358-365","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\TinyAIs\Zotero\storage\U9YE56MN\991552.html","","","Access control; Computer crime; Computer security; Cryptographic protocols; Ethics; Floods; Information security; Laboratories; Microeconomics; Protection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Seventeenth Annual Computer Security Applications Conference","","","","","","","","","","","","","","",""
"I4GLK9FV","journalArticle","2005","Camp, L. Jean","The State of Economics of Information Security","I/S: A Journal of Law and Policy for the Information Society","","","","https://heinonline.org/HOL/Page?handle=hein.journals/isjlpsoc2&id=221&div=&collection=","","2005","2025-07-18 03:41:13","2025-07-18 03:41:13","","189","","","2","","ISJLP","","","","","","","","","","","","","COinS","","","","C:\Users\TinyAIs\Zotero\storage\NKB36U8S\Page.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3VUKMKYR","conferencePaper","2006","Böhme, Rainer","A Comparison of Market Approaches to Software Vulnerability Disclosure","Emerging Trends in Information and Communication Security","978-3-540-34642-5","","10.1007/11766155_21","","Practical computer (in)security is largely driven by the existence of and knowledge about vulnerabilities, which can be exploited to breach security mechanisms. Although the discussion on details of responsible vulnerability disclosure is controversial, there is a sort of consensus that better information sharing is socially beneficial. In the recent years we observe the emerging of “vulnerability markets” as means to stimulate exchange of information. However, this term subsumes a broad range of different concepts, which are prone to confusion. This paper provides a first attempt to structure the field by (1) proposing a terminology for distinct concepts and (2) defining criteria to allow for a better comparability between different approaches. An application of this framework on four market types shows notable differences between the approaches.","2006","2025-07-18 03:41:20","2025-07-18 03:41:20","","298-311","","","","","","","","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","","","","","","","Müller, Günter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJ7EJ9FW","journalArticle","2012","Gupta, Alok; Zhdanov, Dmitry","Growth and Sustainability of Managed Security Services Networks: An Economic Perspective","MIS Quarterly","","0276-7783","10.2307/41703500","https://www.jstor.org/stable/41703500","Managed security service provider (MSSP) networks are a form of collaboration where several firms share resources such as diagnostics, prevention tools, and policies to provide security for their computer networks. While the decision to outsource the security operations of an organization may seem counterintuitive, there are potential benefits from joining an MSSP network that include pooling of risk and access to more securityenabling resources and expertise. We examine structural results explaining the reasons firms join an MSSP network, and characterize the growth of MSSP network size under different forms of ownership (monopoly versus consortium). We find that the need for an initial investment in MSSP networks (which is necessary to overcome the stalling effect) only affects the optimal network size for a consortium but has no impact on the optimal network size for a profit-maximizing monopolist. Our results provide an explanation why the majority of the MSSPs are for-profit entities and consortium-based MSSPs are less common. Such a market structure can be attributed to the potential for larger size by thefor-profit MSSP owner combined with beneficial pricing structure and a lack of growth uncertainty for the early clients.","2012","2025-07-18 03:41:25","2025-07-18 03:41:25","2025-07-18 03:41:25","1109-1130","","4","36","","","Growth and Sustainability of Managed Security Services Networks","","","","","","","","","","","","JSTOR","","Publisher: Management Information Systems Research Center, University of Minnesota","","C:\Users\TinyAIs\Zotero\storage\WSVH9UPH\Gupta and Zhdanov - 2012 - Growth and Sustainability of Managed Security Services Networks An Economic Perspective.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5WPXBQEK","thesis","2006","Råman, Jari","Regulating secure software development : analysing the potential regulatory solutions for the lack of security in software","","","","","https://lauda.ulapland.fi/handle/10024/61695","The security of our informational infra­structure is still relatively poor. Huge investments have been made and even the regulators have taken information security seriously. Majority of current efforts both at the operational and the regulatory level, however, address only symptoms of an underlying problem: the insecurity of the software products - the salient components of most information and software systems. Secure software development has gained momentum during the past couple of years and improvements have been made. By analysing the incentives for secure software development, it is argued in this study that without appropriate regulatory intervention the level of security will not improve to meet the needs of the network society as a whole. Beside information security in general, secure software development has to be raised as an important public policy if we wish to achieve a more secure network society and to maintain trust for information products and systems in commerce. Efficacious regulatory measures are desperately needed to change the current practices. This study analyses two of the most attractive alternatives, software product liability and disclosure of vulnerability information, and makes suggestions for their improvement.","2006","2025-07-18 03:41:30","2025-07-18 03:41:30","2025-07-18 03:41:30","","","","","","","Regulating secure software development","","","","","fi=Lapin yliopisto|en=University of Lapland|","","en","openAccess","doctoralThesis","","","lauda.ulapland.fi","","Accepted: 2011-01-13T10:40:52Z ISBN: 9789524840538 ISSN: 1796-6310","","C:\Users\TinyAIs\Zotero\storage\46PADVKN\Råman - 2006 - Regulating secure software development  analysing the potential regulatory solutions for the lack o.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J73VIZ9Z","journalArticle","2007","Li, Pu; Rao, H. Raghav","An examination of private intermediaries’ roles in software vulnerabilities disclosure","Information Systems Frontiers","","1572-9419","10.1007/s10796-007-9047-2","https://doi.org/10.1007/s10796-007-9047-2","Software vulnerability disclosure has generated much interest and debate. Recently some private intermediaries have entered this market. This paper examines the effects of such private intermediaries on optimal timing of disclosure policy made by public intermediaries and vendors’ reactions. Our analysis of private intermediaries’ role suggests that public intermediary’s optimal disclosure time does not change with private intermediary’s participation. However, a vendor’s patch time increases when the probability of information leakage is low, if not non-existent. In other words, private intermediaries’ service decreases a vendor’s willingness to deliver quick patches. Empirical evidence with 1493 vulnerability observations from CERT/CC and other 326 different vulnerability observations from iDefense provided support for our analytical results.","2007-11-01","2025-07-18 03:41:36","2025-07-18 03:41:36","2025-07-18 03:41:36","531-539","","5","9","","Inf Syst Front","","","","","","","","en","","","","","Springer Link","","","","","","","Data and Information Security; Disclosure; Information Ethics; Intermediality; IT Security Awareness; Privacy; Private intermediary; Public-Private Partnership; Software vulnerability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFY2E7GS","journalArticle","2017","Maillart, Thomas; Zhao, Mingyi; Grossklags, Jens; Chuang, John","Given enough eyeballs, all bugs are shallow? Revisiting Eric Raymond with bug bounty programs","Journal of Cybersecurity","","2057-2085","10.1093/cybsec/tyx008","https://doi.org/10.1093/cybsec/tyx008","Bug bounty programs offer a modern way for organizations to crowdsource their software security, and for security researchers to be fairly rewarded for the vulnerabilities they find. However, little is known on the incentives set by bug bounty programs – how they drive engagement and new bug discoveries. This article provides an empirical investigation of the strategic interactions among the managers and participants of bug bounty programs, as well as the intermediation by bug bounty platforms. We find that for a given bug bounty program, each security researcher can only expect to discover a bounded number of bugs. This result offers a validation step to a theory brought forth early on by Brady et al. This theory proposes that each security researcher inspecting a piece of software offers a unique environment of skills and mindset, which is amenable to the discovery of bugs that others may not be able to uncover. Bug bounty programs indeed benefit from the engagement of large crowds of researchers. Conversely, security researchers benefit greatly from searching for bugs in multiple bug bounty programs. However, we find that following a strong front-loading effect, newly launched programs attract researchers at the expense of older programs: the probability of finding bugs decays as ∼1/t0.4 after the launch of a program, even though bugs found later yield on average higher rewards. Our results lead us to formulate three recommendations for organizing bug bounty programs and platforms: (i) organize enrollment, mobility, and renewal of security researchers across bounty programs, (ii) highlight and organize programs for front-loading, and (iii) organize fluid market transactions to reduce uncertainty and thus reduce incentives for security researchers to sell on the black market.","2017-06-01","2025-07-18 03:41:42","2025-07-18 03:41:42","2025-07-18 03:41:42","81-90","","2","3","","Journal of Cybersecurity","Given enough eyeballs, all bugs are shallow?","","","","","","","","","","","","Silverchair","","","","C:\Users\TinyAIs\Zotero\storage\6I3FUWWQ\Maillart et al. - 2017 - Given enough eyeballs, all bugs are shallow Revisiting Eric Raymond with bug bounty programs.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKP2JBY9","conferencePaper","2010","Berthold, Stefan; Böhme, Rainer","Valuating Privacy with Option Pricing Theory","Economics of Information Security and Privacy","978-1-4419-6967-5","","10.1007/978-1-4419-6967-5_10","","One of the key challenges in the information society is responsible handling of personal data. An often-cited reason why people fail to make rational decisions regarding their own informational privacy is the high uncertainty about future consequences of information disclosures today. This chapter builds an analogy to financial options and draws on principles of option pricing to account for this uncertainty in the valuation of privacy. For this purpose, the development of a data subject's personal attributes over time and the development of the attribute distribution in the population are modeled as two stochastic processes, which fit into the Binomial Option Pricing Model (BOPM). Possible applications of such valuation methods to guide decision support in future privacy-enhancing technologies (PETs) are sketched.","2010","2025-07-18 03:41:47","2025-07-18 03:41:47","","187-209","","","","","","","","","","","Springer US","Boston, MA","en","","","","","Springer Link","","","","","","","","Moore, Tyler; Pym, David; Ioannidis, Christos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MPV5VCCH","book","2009","Howard, Rick","Cyber Fraud: Tactics, Techniques and Procedures","","978-0-429-18600-4","","","","With millions lost each year, cyber crime has evolved from a minor nuisance to a major concern involving well-organized actors and highly sophisticated organizations. Arguably one of the most important challenges of the 21st century, with millions lost each year, cyber crime has evolved from a minor nuisance to a major concern involving well-organized actors and highly sophisticated organizations. This volume explores the state of threats present in the cyber fraud underground. It discusses phishing/pharming, trojans/toolkits, direct threats, and pump-and-dump scams. By examining the operations of the cyber criminal, the book provides perspective into the general incentives, risks, and behavioral patterns of the fraudsters. Armed with this information, organizations and individuals are better able to develop countermeasures and crafting tactics to disrupt the fraud underground and secure their systems.","2009-04-23","2025-07-18 03:41:52","2025-07-18 03:41:52","","","504","","","","","Cyber Fraud","","","","","Auerbach Publications","New York","","","","","","","","DOI: 10.1201/9781420091281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EYPCSMJH","journalArticle","2006","King, Stephen F.; Johnson, Owen A.","VBP: An approach to modelling process variety and best practice","Information and Software Technology","","0950-5849","10.1016/j.infsof.2006.02.003","https://www.sciencedirect.com/science/article/pii/S0950584906000279","The concept of best practice is both attractive and highly problematic. Whilst organisations can learn from the practices of others there is also a danger that local variety may be squeezed out and that “one size fits all” solutions may stifle local context-specific innovations. This paper outlines an approach to modelling process specialisation hierarchies and best practice patterns with the Unified Modelling Language (UML). The process Variety and Best Practice approach, VBP, is applied to a recent e-government project that explored variety and best practice in citizens’ access portals for four UK local authorities.","2006-11-01","2025-07-18 03:41:56","2025-07-18 03:41:56","2025-07-18 03:41:56","1104-1114","","11","48","","Information and Software Technology","VBP","","","","","","","","","","","","ScienceDirect","","","","C:\Users\TinyAIs\Zotero\storage\7A4SIYPY\S0950584906000279.html","","","Best practice; Business process modelling; Electronic government; Patterns; Unified Modelling Language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUV9IBV4","webpage","","","Nineteen dubious ways to compute the exponential of a matrix, twenty-five years later-Web of Science Core Collection","","","","","https://www.webofscience.com/wos/woscc/full-record/WOS:000183800500002","","","2025-07-18 03:43:30","2025-07-18 03:43:30","2025-07-18 03:43:30","","","","","","","","","","","","","","","","","","","","","","","C:\Users\TinyAIs\Zotero\storage\ZA2ZS3XY\WOS000183800500002.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L44QEIUI","webpage","","","Structure of the dimerized hormone-binding domain of a guanylyl-cyclase-coupled receptor-Web of Science Core Collection","","","","","https://www.webofscience.com/wos/woscc/full-record/WOS:000087991200054","","","2025-07-18 03:43:34","2025-07-18 03:43:34","2025-07-18 03:43:34","","","","","","","","","","","","","","","","","","","","","","","C:\Users\TinyAIs\Zotero\storage\QLLGZ9YV\WOS000087991200054.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZZSEBEN","webpage","","","Information security: where computer science, economics and psychology meet | Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","","","","","https://royalsocietypublishing.org/doi/abs/10.1098/rsta.2009.0027","","","2025-07-18 03:43:44","2025-07-18 03:43:44","2025-07-18 03:43:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
