Paper ID,Year,Authours,Title,Venue,Decision,Category,Priority,Notes,URL/DOI
YZLZQBR2,2024,"Tiutiunyk, Inna; Pozovna, Iryna; Zaskorski, Wojciech",Innovative Approaches to Ensuring Cybersecurity and Public Safety: The Socio-Economic Dimension,Marketing and Management of Innovations,Exclude,,,Focuses on a non-compatible use of security economics.,https://mmi.sumdu.edu.ua/volume-15-issue-4/article-10/
8TV6B7YM,2024,"Venkatachary, Sampath Kumar; Prasad, Jagdish; Alagappan, Annamalai; Andrews, Leo John Baptist; Raj, Raymon Antony; Duraisamy, Sarathkumar",Cybersecurity and cyber-terrorism challenges to energy-related infrastructures – Cybersecurity frameworks and economics – Comprehensive review,International Journal of Critical Infrastructure Protection,Exclude,,,Focuses on a non-compatible use of security economics.,https://www.sciencedirect.com/science/article/pii/S1874548224000180
GW2KVLMZ,2006,"Kobayashi, Bruce H.",An Economic Analysis of the Private and Social Costs of the Provision of Cybersecurity and Other Public Security Goods,Supreme Court Economic Review,Exclude,,,Focuses on a non-compatible use of security economics.,https://heinonline.org/HOL/Page?handle=hein.journals/supeco14&id=271&div=&collection=
5IQYQP4N,2018,"Li, Zhen; Liao, Qi",Economic solutions to improve cybersecurity of governments and smart cities via vulnerability markets,Government Information Quarterly,Exclude,,,Focuses on a non-compatible use of security economics.,https://www.sciencedirect.com/science/article/pii/S0740624X16302155
DF93YKFX,2004,"Grady, Mark; Parisi, Francesco",The Law and Economics of Cybersecurity: An Introduction,George Mason University School of Law Working Papers Series,,,,,https://law.bepress.com/gmulwps/art12
9QV96FAN,2016,"Gordon, Lawrence A.; Loeb, Martin P.; Zhou, Lei",Investing in Cybersecurity: Insights from the Gordon-Loeb Model,Journal of Information Security,Include,Security Economics,High,Practical application of the Gordon-Loeb model.,http://www.scirp.org/journal/PaperInformation.aspx?PaperID=64892&#abstract
K54R4SVC,2007,"Santos, Joost R.; Haimes, Yacov Y.; Lian, Chenyang",A Framework for Linking Cybersecurity Metrics to the Modeling of Macroeconomic Interdependencies,Risk Analysis,Exclude,,,Focuses on a non-compatible use of security economics.,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1539-6924.2007.00957.x
68JSBJKM,,"Friedman, Allan",Economic and Policy Frameworks for Cybersecurity Risks,,Exclude,,,Focuses on a non-compatible use of security economics.,
8EZIY7FF,2020,"Patterson, Wayne; Gergely, Marton",Economic Prospect Theory Applied to Cybersecurity,Advances in Human Factors in Cybersecurity,Exclude,,,Focuses on a non-compatible use of security economics.,10.1007/978-3-030-52581-1_15
6U2XUAPU,2018,"Chronopoulos, Michail; Panaousis, Emmanouil; Grossklags, Jens",An Options Approach to Cybersecurity Investment,IEEE Access,Exclude,,,Focuses on a non-compatible use of security economics.,https://ieeexplore.ieee.org/abstract/document/8110826
HE7ZG33E,,"Cashell, Brian; Jackson, William D; Jickling, Mark; Webel, Baird",The Economic Impact of Cyber-Attacks,,Exclude,,,Focuses on a non-compatible use of security economics.,
F2IIJZ8J,2016,"Massacci, Fabio; Ruprai, Raminder; Collinson, Matthew; Williams, Julian",Economic Impacts of Rules- versus Risk-Based Cybersecurity Regulations for Critical Infrastructure Providers,IEEE Security & Privacy,Exclude,,,Focuses on a non-compatible use of security economics.,https://ieeexplore.ieee.org/abstract/document/7478546
RXE2255D,2019,"Ikeda, Kazuaki; Marshall, Anthony; Zaharchuk, Dave","Agility, skills and cybersecurity: critical drivers of competitiveness in times of economic uncertainty",Strategy &amp; Leadership,Exclude,,,Focuses on a non-compatible use of economics.,https://www.emerald.com/insight/content/doi/10.1108/sl-02-2019-0032/full/html
TENRDGQ4,2020,"Kissoon, Tara",Optimum spending on cybersecurity measures,"Transforming Government: People, Process and Policy",Maybe,Security Economics,Medium,Literature review on optimal economics of cybersecurity spending in organisations.,https://www.emerald.com/insight/content/doi/10.1108/tg-11-2019-0112/full/html
9HW6GLZ4,2021,"Kshetri, Nir",Economics of Artificial Intelligence in Cybersecurity,IT Professional,Exclude,,,Focuses on a non-compatible use of security economics.,https://ieeexplore.ieee.org/abstract/document/9568267
8YLG27VU,2019,"Moore, Tyler",The Economics of Cybersecurity Research Data Sharing,,Exclude,,,Focuses on a non-compatible use of security economics.,https://apps.dtic.mil/sti/html/trecms/AD1073243/
F6L3WTYJ,2009,"Rue, Rachel; Pfleeger, Shari Lawrence",Making the Best Use of Cybersecurity Economic Models,IEEE Security & Privacy,Exclude,,,Focuses on a non-compatible use of security economics.,https://ieeexplore.ieee.org/abstract/document/5189562
JKILIY5I,2025,"Mamadiyarov, Zokir; Khamdamov, Shoh Jakhon; Nazarova, Rano; Rashidov, Sharofjon; Kadirova, Istora; Izzatillayev, Alisher; Turayeva, Gulizahro",Cybersecurity Challenges in the Expanding Digital Economy,Proceedings of the 8th International Conference on Future Networks & Distributed Systems,Exclude,,,Focuses on a non-compatible use of security economics.,https://dl.acm.org/doi/10.1145/3726122.3726144
HFE386RJ,2023,,ECONOMIC AND CYBER SECURITY,,Exclude,,,Focuses on a non-compatible use of security economics.,http://monograph.com.ua/catalog/book/978-617-7319-98-5
JDAGJZXW,2022,"Kianpour, Mazaher",Cybersecurity Economics: A Multiparadigmatic Inquiry into Theory and Practice,,Exclude,,,Focuses on a non-compatible use of security economics.,https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/3032107
GUU3MHS5,2015,"Felici, Massimo; Wainwright, Nick; Bisogni, Fabio; Cavallini, Simona",What's New in the Economics of Cybersecurity?: Observational and Empirical Studies,IEEE Security & Privacy,Exclude,,,Focuses on a non-compatible use of security economics.,https://ieeexplore.ieee.org/abstract/document/7310811
ADYS33R6,2014,"Baker, Elizabeth White",A Model for the Impact of Cybersecurity Infrastructure on Economic Development in Emerging Economies: Evaluating the Contrasting Cases of India and Pakistan,Information Technology for Development,Exclude,,,Focuses on a non-compatible use of security economics.,https://doi.org/10.1080/02681102.2013.832131
HYGNTI3K,2015,"Bauer, Johannes M.; Dutton, William H.",The New Cybersecurity Agenda: Economic and Social Challenges to a Secure Internet,,Exclude,,,Focuses on a non-compatible use of security economics.,https://papers.ssrn.com/abstract=2614545
64XND2DR,,"Carrazana, Lorenzo",The Economics of Cybersecurity and Cyberwarfare: A Case Study,,Exclude,,,Focuses on a non-compatible use of security economics.,
J3STPNT7,2023,"Franco, Muriel Figueredo; Omlin, Christian; Kamer, Oliver; Scheid, Eder John; Stiller, Burkhard",SECAdvisor: a Tool for Cybersecurity Planning using Economic Models,,Exclude,,,Focuses on a non-compatible use of security economics.,http://arxiv.org/abs/2304.07909
6W5SEAEC,2022,"Abisoye, Ajayi; Akerele, Joshua Idowu","A Practical Framework for Advancing Cybersecurity, Artificial Intelligence and Technological Ecosystems to Support Regional Economic Development and Innovation",International Journal of Multidisciplinary Research and Growth Evaluation,Exclude,,,Focuses on a non-compatible use of security economics.,https://www.allmultidisciplinaryjournal.com/search?q=MGE-2025-1-353&search=search
UUDFZ3B7,2017,"Kuerbis, Brenden; Badiei, Farzaneh",Mapping the cybersecurity institutional landscape,"Digital Policy, Regulation and Governance",Exclude,,,Focuses on a non-compatible use of security.,https://www.emerald.com/insight/content/doi/10.1108/dprg-05-2017-0024/full/html
UIRM5C2S,2024,"Juneja, Ashish; Goswami, Shankha Shubhra; Mondal, Surajit","Cyber Security and Digital Economy: Opportunities, Growth and Challenges",Journal of Technology Innovations and Energy,Exclude,,,Focuses on a non-compatible use of economics.,https://www.jescae.com/index.php/jtie/article/view/907
REWBQ7T7,2012,"Landwehr, Carl; Boneh, Dan; Mitchell, John C.; Bellovin, Steven M.; Landau, Susan; Lesk, Michael E.",Privacy and Cybersecurity: The Next 100 Years,Proceedings of the IEEE,Exclude,,,Focuses on a non-compatible use of security.,https://ieeexplore.ieee.org/abstract/document/6182691
HF3RG4KC,2020,"Pinto, C. Ariel; Tatar, Unal; Keskin, Omer; Kucukozyigit, Ali Can; Kucukkaya, Goksel; Poyraz, Omer Ilker; Alfaqiri, Abdulrahman",Cybersecurity Acquisition Framework Based on Risk Management: Economics Perspective,,Exclude,,,Focuses on a non-compatible use of security economics.,https://dair.nps.edu/handle/123456789/4207
KQQ36UQQ,2021,"Wessels, Martijn; van den Brink, Puck; Verburgh, Thijmen; Cadet, Beatrice; van Ruijven, Theo",Understanding incentives for cybersecurity investments: Development and application of a typology,Digital Business,Include,Security Economics,High,"Explicitly examines why orgs. Are not willing to invest in cybersecurity, through multiple lens. Introduces a novel typology.",https://www.sciencedirect.com/science/article/pii/S2666954421000132
C8JG4D39,2006,"Andrijcic, Eva; Horowitz, Barry",A Macro-Economic Framework for Evaluation of Cyber Security Risks Related to Protection of Intellectual Property,Risk Analysis,Exclude,,,Focuses on a non-compatible use of security economics.,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1539-6924.2006.00787.x
LAX6NEF8,2024,"Gummadi, Jaya Chandra Srikanth",Cybersecurity in International Trade Agreements: A New Paradigm for Economic Diplomacy,American Journal of Trade and Policy,Exclude,,,Focuses on a non-compatible use of security economics.,https://hal.science/hal-04909160
YC92V458,2020,"Jacob, Johanna; Peters, Michelle; Yang, T. Andrew",Interdisciplinary Cybersecurity: Rethinking the Approach and the Process,National Cyber Summit (NCS) Research Track,Exclude,,,Focuses on a non-compatible use of security.,10.1007/978-3-030-31239-8_6
H26XQNB3,2018,"Park, JiYoung; Levy, Jason; Son, Minsu; Park, Changkeun; Hwang, Ha",Advances in Cybersecurity Design: An Integrated Framework to Quantify the Economic Impacts of Cyber-Terrorist Behavior,Security by Design: Innovative Perspectives on Complex Problems,Exclude,,,Focuses on a non-compatible use of security economics.,https://doi.org/10.1007/978-3-319-78021-4_15
3428U47T,2024,"Dinkova, Milena; El-Dardiry, Ramy; Overvest, Bastiaan",Should firms invest more in cybersecurity?,Small Business Economics,Exclude,,,Focuses on a non-compatible use of security economics.,https://doi.org/10.1007/s11187-023-00803-0
2CSC7KW5,2020,"Gordon, Lawrence A; Loeb, Martin P; Zhou, Lei",Integrating cost–benefit analysis into the NIST Cybersecurity Framework via the Gordon–Loeb Model,Journal of Cybersecurity,Include,Security Economics,High,Security economics through the lens of Gordon-Loeb and the NIST framework. Introduces cost-benefit analysis into NIST.,https://doi.org/10.1093/cybsec/tyaa005
N8ZFJJUZ,2015,"Nagurney, Anna; Nagurney, Ladimer S.",A game theory model of cybersecurity investments with information asymmetry,NETNOMICS: Economic Research and Electronic Networking,Exclude,,,Focuses on a non-compatible use of security and game theory.,https://doi.org/10.1007/s11066-015-9094-7
UZZAQ8RR,2016,"Jentzsch, Nicola",State-of-the-Art of the Economics of Cyber-Security and Privacy,,Exclude,,,Focuses on a non-compatible use of security economics.,https://papers.ssrn.com/abstract=2671291
M8EAVXYA,2015,"Opderbeck, David W.","Cybersecurity, Data Breaches, and the Economic Loss Doctrine in the Payment Card Industry",Maryland Law Review,Exclude,,,Focuses on a non-compatible use of security economics.,https://heinonline.org/HOL/Page?handle=hein.journals/mllr75&id=959&div=&collection=
XJCA7DXC,2017,"Radziwill, Nicole M.; Benton, Morgan C.",Cybersecurity Cost of Quality: Managing the Costs of Cybersecurity Risk Management,,Exclude,,,Focuses on a non-compatible use of security economics.,http://arxiv.org/abs/1707.02653
VIU4RZ3L,2022,"Alagappan, Annamalai; Baptist Andrews, Leo John; Kumar V, Sampath; Raj, Raymon Antony; D, Sarathkumar",Cybersecurity Risks Quantification in the Internet of Things,2022 IEEE 7th International Conference on Recent Advances and Innovations in Engineering (ICRAIE),Exclude,,,Focuses on a non-compatible use of security.,https://ieeexplore.ieee.org/abstract/document/10054330
9IABRTF3,2024,"Benaichouba, Rafika; Brahmi, Mohsen; Adala, Laadjal",Economic of cyber-security and society databases: Protecting the digital ecosystem from cyber-attacks,International Journal of Professional Business Review: Int. J. Prof.Bus. Rev.,Exclude,,,Not in English. Don't want to risk mistranslation. Unfortunate.,https://dialnet.unirioja.es/servlet/articulo?codigo=9664501
XESBCYM7,2019,"Dutton, William H.; Creese, Sadie; Shillair, Ruth; Bada, Maria",Cybersecurity Capacity: Does It Matter?,Journal of Information Policy,Exclude,,,Focuses on a non-compatible use of security.,https://doi.org/10.5325/jinfopoli.9.2019.0280
2HQ9JWWG,2019,"Pawlick, Jeffrey; Colbert, Edward; Zhu, Quanyan",A Game-theoretic Taxonomy and Survey of Defensive Deception for Cybersecurity and Privacy,ACM Comput. Surv.,Include,Game Theory for Security,High,Survey of deception and game theory in security. Useful for depth and references.,https://dl.acm.org/doi/10.1145/3337772
W5IGWGC5,2021,"Kamhoua, Charles A.; Kiekintveld, Christopher D.; Fang, Fei; Zhu, Quanyan",Game Theory and Machine Learning for Cyber Security,,Exclude,,,"Focuses on a non-compatible use of AI, AI security and game theory.",
IC9CBJAU,2018,"Zarreh, Alireza; Saygin, Can; Wan, HungDa; Lee, Yooneun; Bracho, Alejandro",A game theory based cybersecurity assessment model for advanced manufacturing systems,Procedia Manufacturing,Exclude,,,Focuses on game theory and security for advanced manufacturing systems specifically.,https://www.sciencedirect.com/science/article/pii/S2351978918308382
VUBKCSBL,2016,"Chung, Keywhan; Kamhoua, Charles A.; Kwiat, Kevin A.; Kalbarczyk, Zbigniew T.; Iyer, Ravishankar K.",Game Theory with Learning for Cyber Security Monitoring,2016 IEEE 17th International Symposium on High Assurance Systems Engineering (HASE),Include,Game Theory for Security,High,Game Theory in action in security systems. Proposes mitigations for information assymetry for defenders.,https://ieeexplore.ieee.org/abstract/document/7423125
VFWFZUVC,2020,"Hyder, Burhan; Govindarasu, Manimaran",Optimization of Cybersecurity Investment Strategies in the Smart Grid Using Game-Theory,2020 IEEE Power & Energy Society Innovative Smart Grid Technologies Conference (ISGT),Exclude,,,Focuses on game theory and security for smart grids specifically.,https://ieeexplore.ieee.org/abstract/document/9087634
KDXBZD4G,2017,"Hamman, Seth T.; Hopkinson, Kenneth M.; Markham, Ruth L.; Chaplik, Andrew M.; Metzler, Gabrielle E.",Teaching Game Theory to Improve Adversarial Thinking in Cybersecurity Students,IEEE Transactions on Education,Exclude,,,Focuses on game theory and security in educational context.,https://ieeexplore.ieee.org/abstract/document/7809088
2T5MQJZ7,2017,"Akinwumi, D. A.; Iwasokun, G. B.; Alese, B. K.; Oluwadare, S. A.",A review of game theory approach to cyber security risk management,Nigerian Journal of Technology,Exclude,,,"Not a foundational work, and doesn't appear to introduce anything new.",https://www.ajol.info/index.php/njt/article/view/164997
62IUPG4Q,2019,"Zarreh, Alireza; Wan, HungDa; Lee, Yooneun; Saygin, Can; Janahi, Rafid Al",Risk Assessment for Cyber Security of Manufacturing Systems: A Game Theory Approach,Procedia Manufacturing,Exclude,,,Focuses on game theory and security for manufacturing systems specifically.,https://www.sciencedirect.com/science/article/pii/S2351978920300780
XRWQ5FMT,2016,"Wang, Yuan; Wang, Yongjun; Liu, Jing; Huang, Zhijian; Xie, Peidai",A Survey of Game Theoretic Methods for Cyber Security,2016 IEEE First International Conference on Data Science in Cyberspace (DSC),Include,Game Theory for Security,High,Comprehensive survey.,https://ieeexplore.ieee.org/abstract/document/7866199
6IEMWQT5,2017,"Vakilinia, Iman; Sengupta, Shamik",A coalitional game theory approach for cybersecurity information sharing,MILCOM 2017 - 2017 IEEE Military Communications Conference (MILCOM),Exclude,,,"Focuses on CTI, and CTI sharing with game theory elements.",https://ieeexplore.ieee.org/abstract/document/8170845
LH6KGMXP,2020,"Anwar, Farhat; Khan, Burhan UI Islam; Olanrewaju, Rashidah F.; Pampori, Bisma Rasool; Mir, Roohie Naaz",A Comprehensive Insight into Game Theory in relevance to Cyber Security,Indonesian Journal of Electrical Engineering and Informatics (IJEEI),Exclude,,,"Not a foundational work, and doesn't appear to introduce anything new.",https://section.iaesonline.com/index.php/IJEEI/article/view/1810
UAM4M2A8,2018,"Musman, Scott; Turner, Andrew",A game theoretic approach to cyber security risk management,The Journal of Defense Modeling and Simulation,Exclude,,,Uses a known system as the basis for the modeling and analysis.,https://doi.org/10.1177/1548512917699724
TVW8HRSW,2018,"Zarreh, Alireza; Saygin, Can; Wan, HungDa; Lee, Yooneun; Bracho, Alejandro; Nie, li",Cybersecurity Analysis of Smart Manufacturing System Using Game Theory Approach and Quantal Response Equilibrium,Procedia Manufacturing,Exclude,,,Focuses on game theory and security for manufacturing systems specifically.,https://www.sciencedirect.com/science/article/pii/S2351978918312046
HXA4RYYC,2020,"Thakkar, Ankita; Badsha, Shahriar; Sengupta, Shamik",Game theoretic approach applied in cybersecurity information exchange framework,2020 IEEE 17th Annual Consumer Communications & Networking Conference (CCNC),Exclude,,,"Focuses on CTI, and CTI sharing with game theory elements.",https://ieeexplore.ieee.org/abstract/document/9045430
PW6M8RDW,2015,"Demertzis, Konstantinos; Iliadis, Lazaros",A Bio-Inspired Hybrid Artificial Intelligence Framework for Cyber Security,"Computation, Cryptography, and Network Security",Exclude,,,"Focuses on AI as the method of security, without game theory.",https://doi.org/10.1007/978-3-319-18275-9_7
VX7U5UKM,2015,"Daras, Nicholas J.",Security and Formation of Network-Centric Operations,"Computation, Cryptography, and Network Security",Exclude,,,Focuses on network security.,https://doi.org/10.1007/978-3-319-18275-9_6
C9X7H24M,2019,"Dasgupta, Prithviraj; Collins, Joseph",A Survey of Game Theoretic Approaches for Adversarial Machine Learning in Cybersecurity Tasks,AI Magazine,Exclude,,,Focuses on game theory in technical AI security.,https://ojs.aaai.org/aimagazine/index.php/aimagazine/article/view/2847
GH7Q44MI,2022,"Kalderemidis, Ioannis; Farao, Aristeidis; Bountakas, Panagiotis; Panda, Sakshyam; Xenakis, Christos",GTM: Game Theoretic Methodology for optimal cybersecurity defending strategies and investments,"Proceedings of the 17th International Conference on Availability, Reliability and Security",Include,Game Theory for Security,High,"Recent paper on GT for security, with use case evaluation.",https://doi.org/10.1145/3538969.3544431
3TT7JA3A,2019,"Kakkad, Vishruti; Shah, Hitarth; Patel, Reema; Doshi, Nishant",A Comparative study of applications of Game Theory in Cyber Security and Cloud Computing.,Procedia Computer Science,Exclude,,,Focuses on game theory in technical AI security.,https://www.sciencedirect.com/science/article/pii/S1877050919310130
88LBQ3CU,2024,"Kostelić, Katarina",Dynamic Awareness and Strategic Adaptation in Cybersecurity: A Game-Theory Approach,Games,Exclude,,,Focuses on game theory in security awareness and education.,https://www.mdpi.com/2073-4336/15/2/13
CRMNKIVT,2018,"Attiah, Afraa; Chatterjee, Mainak; Zou, Cliff C.",A Game Theoretic Approach to Model Cyber Attack and Defense Strategies,2018 IEEE International Conference on Communications (ICC),Exclude,,,Focuses on game theory in technical network security.,https://ieeexplore.ieee.org/abstract/document/8422719
YFEZILFU,2025,"Kour, Ravdeep; Karim, Ramin; Dersin, Pierre",Modelling cybersecurity strategies with game theory and cyber kill chain,International Journal of System Assurance Engineering and Management,Exclude,,,Focuses on game theory in technical network security.,https://doi.org/10.1007/s13198-025-02733-4
ZDA6LB23,2014,"Fielder, Andrew; Panaousis, Emmanouil; Malacaria, Pasquale; Hankin, Chris; Smeraldi, Fabrizio",Game Theory Meets Information Security Management,ICT Systems Security and Privacy Protection,Exclude,,,Focuses on game theory in technical network security.,10.1007/978-3-642-55415-5_2
MGWVRRHF,2020,"Lakhno, V. A.; Kasatkin, D. Y.; Blozva, A. I.; Kozlovskyi, Valerii; Balanyuk, Yuriy; Boiko, Yuliia",The Development of a Model of the Formation of Cybersecurity Outlines Based on Multi Criteria Optimization and Game Theory,Software Engineering Perspectives in Intelligent Systems,Include,Game Theory for Security,Medium,Outlines a novel approach to implementing a decision supprt system for rational choices of information security means.,10.1007/978-3-030-63319-6_2
DBLREKU9,2024,"Kour, Ravdeep; Karim, Ramin; Dersin, Pierre",Game Theory and Cyber Kill Chain: A Strategic Approach to Cybersecurity,International Congress and Workshop on Industrial AI and eMaintenance 2023,Exclude,,,Focuses on game theory in industrial network security.,10.1007/978-3-031-39619-9_33
IL3BLJJ7,2002,"Nash, John F.",Non-Cooperative Games,The Foundations of Price Theory Vol 4,Maybe,Game Theory,,Might be a good text for more foundaitonal knowledge in game theory and different game types.,
YK553DTX,2012,"Anderson, Ross",Security economics: a personal perspective,Proceedings of the 28th Annual Computer Security Applications Conference,Include,Security Economics,High,Foundational history of security economics.,https://doi.org/10.1145/2420950.2420971
TXHMPHDV,2009,"Anderson, Ross; Moore, Tyler","Information security: where computer science, economics and psychology meet","Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",Exclude,,,Focus is too broad for my research segments and focus.,https://royalsocietypublishing.org/doi/abs/10.1098/rsta.2009.0027
EUDNALWH,2013,"Neuhaus, Stephan; Plattner, Bernhard","Software Security Economics: Theory, in Practice",The Economics of Information Security and Privacy,Include,Security Economics,High,"Counter-argument to some of the prevailing narratives around the state of security, and 'arms race' dynamics in security.",https://doi.org/10.1007/978-3-642-39498-0_4
2LHM3Y3Y,2013,"Demetz, Lukas; Bachlechner, Daniel",To Invest or Not to Invest? Assessing the Economic Viability of a Policy and Security Configuration Management Tool,The Economics of Information Security and Privacy,Include,Security Economics,High,Outlines multiple approaches for information security investment and security economics.,https://doi.org/10.1007/978-3-642-39498-0_2
ZABNG5NE,2013,"Anderson, Ross; Barton, Chris; Böhme, Rainer; Clayton, Richard; van Eeten, Michel J. G.; Levi, Michael; Moore, Tyler; Savage, Stefan",Measuring the Cost of Cybercrime,The Economics of Information Security and Privacy,Include,Security Economics,High,"Important work for measuring the costs related to cybercrime, externalities, the different categorisations of cybercrime, and proposes an approach to cybersecurity spend focused on active measures.",https://doi.org/10.1007/978-3-642-39498-0_12
JD586IHH,2013,"Brecht, Matthias; Nowey, Thomas",A Closer Look at Information Security Costs,The Economics of Information Security and Privacy,Include,Security Economics,High,Focuses on a common model of costs of information security.,https://doi.org/10.1007/978-3-642-39498-0_1
9ZQN9WGV,2013,"Takemura, Toshihiko; Komatsu, Ayako",An Empirical Study on Information Security Behaviors and Awareness,The Economics of Information Security and Privacy,Exclude,,,Focuses on a non-compatible aspect of security.,https://doi.org/10.1007/978-3-642-39498-0_5
YQBMSPXJ,2011,"Drakos, Konstantinos",Security Economics: A Guide for Data Availability and Needs,Defence and Peace Economics,Exclude,,,Focuses on a non-compatible aspect of security.,https://doi.org/10.1080/10242694.2011.542336
ZJHVWAHH,2014,"Felici, Massimo","Economics, Security and Innovation","Economics of Grids, Clouds, Systems, and Services",Exclude,,,Focuses on a non-compatible aspect of security.,10.1007/978-3-319-14609-6_1
6UYUFZU4,2022,"Xu, Fei; Xu, Jing",Economic Perspective of Cybersecurity: Principles and Strategies,Science of Cyber Security - SciSec 2022 Workshops,Include,Security Economics,High,Outlines the challenges in cybersecurity ROI measurement,10.1007/978-981-19-7769-5_9
MW2PEXFC,2013,"Baldwin, Adrian; Beres, Yolanta; Duggan, Geoffrey B.; Mont, Marco Casassa; Johnson, Hilary; Middup, Chris; Shiu, Simon",Economic Methods and Decision Making by Security Professionals,Economics of Information Security and Privacy III,Include,Security Economics,High,Focuses on methods for improving security decision-making via security economics.,10.1007/978-1-4614-1981-5_10
RHHK4TM7,2018,"Bergman, Ofer; Whittaker, Steve",The Cognitive Costs of Upgrades,Interacting with Computers,Exclude,,,Focuses on a non-compatible aspect of cognitive psychology .,
V79RYIMM,2002,"Gordon, Lawrence A.; Loeb, Martin P.",The economics of information security investment,ACM Trans. Inf. Syst. Secur.,Include,Security Economics,High,"Presents an economic model for choosing the right spend given a set of information, via vulnerability and cost assessment.",https://doi.org/10.1145/581271.581274
9N3UEFNU,1999,"Buzzard, Keith",Computer security — What should you spend your money on?,Computers & Security,Include,Security Economics,High,Foundational work in security economics. Also analyses hype versus reality.,https://www.sciencedirect.com/science/article/pii/S0167404899800789
TLVA95XC,1998,"Straub, Detmar W.; Welke, Richard J.",Coping with systems risk: security planning models for management decision making,MIS Q.,Exclude,,,Focuses on a non-compatible aspect of security.,https://doi.org/10.2307/249551
FASYZCXG,2024,"Xin, Tong; He, Ying; Zamani, Efpraxia D.; Luo, Cunjin",Poster: Cyber Security Economics Model (CYSEM),Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,Include,Security Economics,High,Recent work showing the cutting-edge of the discipline.,https://doi.org/10.1145/3658644.3691398
7RRGHS22,2009,"Ioannidis, Christos; Pym, David; Williams, Julian",Investments and Trade-offs in the Economics of Information Security,Financial Cryptography and Data Security,Exclude,,,Focuses on a non-compatible aspect of security.,10.1007/978-3-642-03549-4_9
MK6YPWFV,2017,"Cabric, Marko",From Corporate Security to Commercial Force: A Business Leader's Guide to Security Economics,,Exclude,,,Focuses on a non-compatible aspect of security economics.,
YCCDIILX,2019,"Miaoui, Yosra; Boudriga, Noureddine",Enterprise security economics: A self-defense versus cyber-insurance dilemma,Applied Stochastic Models in Business and Industry,Include,Security Economics,High,Three phase system of cost-benefits of self-defence vs insurance w forensice readiness to defend insurance claims.,https://onlinelibrary.wiley.com/doi/abs/10.1002/asmb.2451
Q29W2Q46,2020,"Weidman, Jake; Bilogrevic, Igor; Grossklags, Jens",Nothing Standard About It: An Analysis of Minimum Security Standards in Organizations,Computer Security,Exclude,,,Focuses on a non-compatible aspect of security.,10.1007/978-3-030-66504-3_16
3EXRA3AM,,"Aminnezhad, Asou; Mahmod, Ramlan; Abdullah, Mohd Taufik",Survey on Economics of Information Security,,Exclude,,,Focuses on a non-compatible aspect of security economics.,
YWIYUKE3,2022,"Hojda, Mihaela Hortensia",Information security economics: cyber security threats,Proceedings of the International Conference on Business Excellence,Exclude,,,Focuses on a non-compatible aspect of security economics.,https://www.sciendo.com/article/10.2478/picbe-2022-0056
52YCRA9V,2009,"Johnson, M. Eric",Managing Information Risk and the Economics of Security,Managing Information Risk and the Economics of Security,Exclude,,,Focuses on a non-compatible aspect of security economics.,https://doi.org/10.1007/978-0-387-09762-6_1
WEGJT3RD,2023,"Rajathi, C.; Rukmani, P.",Investigation of Assessment Methodologies in Information Security Risk Management,Inventive Communication and Computational Technologies,Exclude,,,Focuses on a non-compatible aspect of security.,10.1007/978-981-99-5166-6_26
ESG68D3N,2020,"Boranbayev, Askar; Boranbayev, Seilkhan; Nurbekov, Askar","Development of the Technique for the Identification, Assessment and Neutralization of Risks in Information Systems",Advances in Information and Communication,Exclude,,,Focuses on a non-compatible aspect of security.,10.1007/978-3-030-39445-5_53
YRIAZF9M,2022,"Boranbayev, Seilkhan; Amrenov, Askhat; Nurusheva, Assel; Boranbayev, Askar; Goranin, Nikolaj",Methods and Techniques of Information Security Risk Management During Assessment of Information Systems,Advances in Information and Communication,Exclude,,,Focuses on a non-compatible aspect of security.,10.1007/978-3-030-98015-3_53
67MZZDUS,2005,"Anderson, R.; Schneier, B.",Guest Editors' Introduction: Economics of Information Security,IEEE Security & Privacy,Exclude,,,Introduction.,https://ieeexplore.ieee.org/abstract/document/1392693
EUPJI3JC,2016,"Pieters, Wolter; Barendse, Jeroen; Ford, Margaret; Heath, Claude P.R.; Probst, Christian W.; Verbij, Ruud",The Navigation Metaphor in Security Economics,IEEE Security & Privacy,Exclude,,,Focuses on a non-compatible aspect of security economics.,https://ieeexplore.ieee.org/abstract/document/7478534
MMN3EZWU,2010,"Moore, Tyler; Pym, David; Ioannidis, Christos",Introduction and Overview,Economics of Information Security and Privacy,Exclude,,,Introduction.,10.1007/978-1-4419-6967-5_1
4HFKAZRB,2010,"Grossklags, Jens; Johnson, Benjamin; Christin, Nicolas",The Price of Uncertainty in Security Games,Economics of Information Security and Privacy,Include,Security Economics,High,"Outlines quantitiative and mathematical, game-theoretical ways to factor security chouces and reductions in payoff in security games.",10.1007/978-1-4419-6967-5_2
IMWX3XRP,2010,"Innerhofer-Oberperfler, Frank; Breu, Ruth",Potential Rating Indicators for Cyberinsurance: An Exploratory Qualitative Study,Economics of Information Security and Privacy,Exclude,,,Focuses on a non-compatible aspect of security economics.,10.1007/978-1-4419-6967-5_13
